GenomeID	Entry	Entry name	Status	Protein names	Gene names	Length	Proteomes
YNL037C	P28834	IDH1_YEAST	reviewed	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	IDH1 YNL037C N2690	360	UP000002311: Chromosome XIV
YNL039W	P46678	TFC5_YEAST	reviewed	Transcription factor TFIIIB component B'' (TFIIIB90)	BDP1 TFC5 YNL039W N2682	594	UP000002311: Chromosome XIV
YNL041C	P53959	COG6_YEAST	reviewed	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Complexed with DOR1 protein 2) (Component of oligomeric Golgi complex 6) (Protein SEC37)	COG6 COD2 SEC37 TFI2 YNL041C N2675	839	UP000002311: Chromosome XIV
YNL050C	P53952	YNF0_YEAST	reviewed	Uncharacterized protein YNL050C	YNL050C N2485 YNL2485C	270	UP000002311: Chromosome XIV
YNL062C	P41814	TRM6_YEAST	reviewed	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (General control non-derepressible protein 10) (Protein GCD10) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	GCD10 TIF33 TRM6 YNL062C N2422	478	UP000002311: Chromosome XIV
YNL064C	P25491	MAS5_YEAST	reviewed	Mitochondrial protein import protein MAS5 (Yeast dnaJ protein 1)	YDJ1 MAS5 YNL064C N2418 YNL2418C	409	UP000002311: Chromosome XIV
YNL067W	P51401	RL9B_YEAST	reviewed	60S ribosomal protein L9-B (L8) (Large ribosomal subunit protein uL6-B) (RP24) (YL11)	RPL9B RPL8B YNL067W N2406 YNL2406W	191	UP000002311: Chromosome XIV
YNL069C	P26785	RL16B_YEAST	reviewed	60S ribosomal protein L16-B (L21) (Large ribosomal subunit protein uL13-B) (RP23) (YL15)	RPL16B RP23 RPL21B YNL069C N2377	198	UP000002311: Chromosome XIV
YNL070W	P53507	TOM7_YEAST	reviewed	Mitochondrial import receptor subunit TOM7 (Translocase of outer membrane 7 kDa subunit)	TOM7 MOM7 YNL070W N2378	60	UP000002311: Chromosome XIV
YNL082W	P14242	PMS1_YEAST	reviewed	DNA mismatch repair protein PMS1 (Postmeiotic segregation protein 1)	PMS1 YNL082W N2317	873	UP000002311: Chromosome XIV
YNL084C	P39013	END3_YEAST	reviewed	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 YNL084C N2307	349	UP000002311: Chromosome XIV
YNL086W	P48232	SNAPN_YEAST	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit SNN1 (BLOC-1 subunit SNN1) (SNAPIN-like protein 1)	SNN1 YNL086W N2254	102	UP000002311: Chromosome XIV
YNL088W	P06786	TOP2_YEAST	reviewed	DNA topoisomerase 2 (EC 5.6.2.2) (DNA topoisomerase II)	TOP2 TOR3 YNL088W N2244	1428	UP000002311: Chromosome XIV
YNL090W	P06781	RHO2_YEAST	reviewed	GTP-binding protein RHO2	RHO2 YNL090W N2237	192	UP000002311: Chromosome XIV
YNL094W	P53933	APP1_YEAST	reviewed	Phosphatidate phosphatase APP1 (PAP) (EC 3.1.3.4) (Actin patch protein 1)	APP1 YNL094W N2219	587	UP000002311: Chromosome XIV
YNL098C	P01120	RAS2_YEAST	reviewed	Ras-like protein 2	RAS2 ASC1 CTN5 GLC5 YNL098C N2198	322	UP000002311: Chromosome XIV
YNL102W	P13382	DPOA_YEAST	reviewed	DNA polymerase alpha catalytic subunit A (EC 2.7.7.7) (DNA polymerase I subunit A) (DNA polymerase alpha:primase complex p180 subunit) (DNA polymerase-primase complex p180 subunit) (Pol alpha-primase complex p180 subunit)	POL1 CDC17 YNL102W N2181	1468	UP000002311: Chromosome XIV
YNL103W	P32389	MET4_YEAST	reviewed	Transcriptional activator of sulfur metabolism MET4 (Methionine-requiring protein 4)	MET4 YNL103W N2177	672	UP000002311: Chromosome XIV
YNL106C	P50942	INP52_YEAST	reviewed	Polyphosphatidylinositol phosphatase INP52 (Synaptojanin-like protein 2) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]	INP52 SJL2 YNL106C N2160	1183	UP000002311: Chromosome XIV
YNL107W	P53930	AF9_YEAST	reviewed	Protein AF-9 homolog	YAF9 YNL107W N1966	226	UP000002311: Chromosome XIV
YNL112W	P24783	DBP2_YEAST	reviewed	ATP-dependent RNA helicase DBP2 (EC 3.6.4.13) (DEAD box protein 2) (p68-like protein)	DBP2 YNL112W N1945	546	UP000002311: Chromosome XIV
YNL113W	P28000	RPAC2_YEAST	reviewed	DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerases I and III 16 kDa polypeptide) (RPA19)	RPC19 YNL113W N1937	142	UP000002311: Chromosome XIV
YNL118C	P53550	DCP2_YEAST	reviewed	m7GpppN-mRNA hydrolase (EC 3.6.1.62) (Protein PSU1) (mRNA-decapping enzyme subunit 2)	DCP2 PSU1 YNL118C N1917	970	UP000002311: Chromosome XIV
YNL124W	P53919	NAF1_YEAST	reviewed	H/ACA ribonucleoprotein complex non-core subunit NAF1 (Nuclear assembly factor 1)	NAF1 YNL124W N1888	492	UP000002311: Chromosome XIV
YNL126W	P53540	SPC98_YEAST	reviewed	Spindle pole body component SPC98	SPC98 YNL126W N1222 N1879	846	UP000002311: Chromosome XIV
YNL131W	P49334	TOM22_YEAST	reviewed	Mitochondrial import receptor subunit TOM22 (Mitochondrial 17 kDa assembly protein) (Mitochondrial 22 kDa outer membrane protein) (Protein MAS17) (Translocase of outer membrane 22 kDa subunit)	TOM22 MAS17 MAS22 MOM22 YNL131W N1217 N1862	152	UP000002311: Chromosome XIV
YNL138W	P17555	CAP_YEAST	reviewed	Adenylyl cyclase-associated protein (CAP)	SRV2 CAP1 YNL138W N1210 N1838	526	UP000002311: Chromosome XIV
YNL147W	P53905	LSM7_YEAST	reviewed	U6 snRNA-associated Sm-like protein LSm7	LSM7 YNL147W N1202 N1780	115	UP000002311: Chromosome XIV
YNL151C	P17890	RPC7_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC7 (RNA polymerase III subunit C7) (DNA-directed RNA polymerase III 31 kDa polypeptide) (C31)	RPC31 ACP2 RPC8 YNL151C N1769	251	UP000002311: Chromosome XIV
YNL152W	P53901	INN1_YEAST	reviewed	Ingression protein 1	INN1 YNL152W N1765	409	UP000002311: Chromosome XIV
YNL154C	P23292	KC12_YEAST	reviewed	Casein kinase I homolog 2 (EC 2.7.11.1)	YCK2 CKI1 YNL154C N1755	546	UP000002311: Chromosome XIV
YNL161W	P53894	CBK1_YEAST	reviewed	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1) (Cell wall biosynthesis kinase)	CBK1 YNL161W N1727	756	UP000002311: Chromosome XIV
YNL162W	P0CX27	RL44A_YEAST	reviewed	60S ribosomal protein L42-A (L41) (Large ribosomal subunit protein eL42-A) (YL27) (YP44)	RPL42A RPL41A SCL41A YNL162W N1722	106	UP000002311: Chromosome XIV
YNL167C	Q02100	SKO1_YEAST	reviewed	CRE-binding bZIP protein SKO1	SKO1 ACR1 YNL167C N1702	647	UP000002311: Chromosome XIV
YNL178W	P05750	RS3_YEAST	reviewed	40S ribosomal protein S3 (RP13) (Small ribosomal subunit protein uS3) (YS3)	RPS3 SUF14 YNL178W N1653	240	UP000002311: Chromosome XIV
YNL189W	Q02821	IMA1_YEAST	reviewed	Importin subunit alpha (Karyopherin subunit alpha) (Karyopherin-60) (Serine-rich RNA polymerase I suppressor protein)	SRP1 KAP60 YNL189W N1606	542	UP000002311: Chromosome XIV
YNL199C	Q01722	GCR2_YEAST	reviewed	Glycolytic genes transcriptional activator GCR2	GCR2 YNL199C N1374	534	UP000002311: Chromosome XIV
YNL214W	P40155	PEX17_YEAST	reviewed	Peroxisomal membrane protein PEX17 (Peroxin-17)	PEX17 PAS9 YNL214W N1319	199	UP000002311: Chromosome XIV
YNL216W	P11938	RAP1_YEAST	reviewed	DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF)	RAP1 GRF1 TUF1 YNL216W N1310	827	UP000002311: Chromosome XIV
YNL223W	P53867	ATG4_YEAST	reviewed	Cysteine protease ATG4 (EC 3.4.22.-) (Autophagy-related protein 4)	ATG4 APG4 AUT2 YNL223W N1274	494	UP000002311: Chromosome XIV
YNL232W	P53859	CSL4_YEAST	reviewed	Exosome complex component CSL4 (CEP1 synthetic lethal protein 4)	CSL4 SKI4 YNL232W N1154	292	UP000002311: Chromosome XIV
YNL250W	P12753	RAD50_YEAST	reviewed	DNA repair protein RAD50 (EC 3.6.-.-) (153 kDa protein)	RAD50 YNL250W N0872	1312	UP000002311: Chromosome XIV
YNL257C	P38717	SIP3_YEAST	reviewed	Membrane-anchored lipid-binding protein SIP3 (Lipid transfer protein anchored at membrane contact sites 3) (SNF1-interacting protein 3)	SIP3 LAM3 YNL257C N0844	1229	UP000002311: Chromosome XIV
YNL258C	P53847	DSL1_YEAST	reviewed	Protein transport protein DSL1 (Dependent on SLY1-20 protein 1)	DSL1 YNL258C N0842	754	UP000002311: Chromosome XIV
YNL259C	P38636	ATX1_YEAST	reviewed	Metal homeostasis factor ATX1	ATX1 YNL259C N0840	73	UP000002311: Chromosome XIV
YNL262W	P21951	DPOE_YEAST	reviewed	DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase II subunit A)	POL2 DUN2 YNL262W N0825	2222	UP000002311: Chromosome XIV
YNL263C	P53845	YIF1_YEAST	reviewed	Protein transport protein YIF1 (YIP1-interacting factor 1)	YIF1 YNL263C N0820	314	UP000002311: Chromosome XIV
YNL271C	P41832	BNI1_YEAST	reviewed	Protein BNI1 (Pointed projection formation protein 3) (Sensitive to high expression protein 5) (Synthetic lethal 39)	BNI1 PPF3 SHE5 YNL271C N0646	1953	UP000002311: Chromosome XIV
YNL272C	P17065	SEC2_YEAST	reviewed	Rab guanine nucleotide exchange factor SEC2 (GDP-GTP exchange factor SEC2)	SEC2 YNL272C N0641	759	UP000002311: Chromosome XIV
YNL289W	P24867	PCL1_YEAST	reviewed	PHO85 cyclin-1 (Cyclin HCS26) (G1/S-specific cyclin PCL1)	PCL1 HCS26 YNL289W N0536	279	UP000002311: Chromosome XIV
YNL290W	P38629	RFC3_YEAST	reviewed	Replication factor C subunit 3 (Replication factor C3) (Activator 1 40 kDa subunit)	RFC3 YNL290W N0533	340	UP000002311: Chromosome XIV
YNL298W	P48562	CLA4_YEAST	reviewed	Serine/threonine-protein kinase CLA4 (EC 2.7.11.1)	CLA4 YNL298W N0450	842	UP000002311: Chromosome XIV
YNL301C	P0CX50	RL18B_YEAST	reviewed	60S ribosomal protein L18-B (Large ribosomal subunit protein eL18-B) (RP28)	RPL18B RP28B YNL301C N0425	186	UP000002311: Chromosome XIV
YNL309W	P42845	STB1_YEAST	reviewed	Protein STB1 (SIN3-binding protein 1)	STB1 YNL309W N0384	420	UP000002311: Chromosome XIV
YNL312W	P26754	RFA2_YEAST	reviewed	Replication factor A protein 2 (RF-A protein 2) (DNA-binding protein BUF1) (Replication protein A 36 kDa subunit)	RFA2 BUF1 YNL312W N0368	273	UP000002311: Chromosome XIV
YNL317W	P42841	PFS2_YEAST	reviewed	Polyadenylation factor subunit 2	PFS2 YNL317W N0348	465	UP000002311: Chromosome XIV
YNL330C	P32561	RPD3_YEAST	reviewed	Histone deacetylase RPD3 (EC 3.5.1.98) (Transcriptional regulatory protein RPD3)	RPD3 MOF6 REC3 SDI2 SDS6 YNL330C N0305	433	UP000002311: Chromosome XIV
YNL333W	P53824	SNZ2_YEAST	reviewed	Probable pyridoxal 5'-phosphate synthase subunit SNZ2 (PLP synthase subunit SNZ2) (EC 4.3.3.6) (PDX1 homolog 2) (Pdx1.2)	SNZ2 YNL333W N0290	298	UP000002311: Chromosome XIV
YNR003C	P32910	RPC6_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (C34) (DNA-directed RNA polymerase III 36 kDa polypeptide)	RPC34 YNR003C N2031	317	UP000002311: Chromosome XIV
YNR006W	P40343	VPS27_YEAST	reviewed	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	VPS27 DID7 GRD11 SSV17 VPL23 VPT27 YNR006W N2038	622	UP000002311: Chromosome XIV
YNR007C	P40344	ATG3_YEAST	reviewed	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	ATG3 APG3 AUT1 YNR007C N2040	310	UP000002311: Chromosome XIV
YNR017W	P32897	TIM23_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM23 (Membrane import machinery protein MIM23) (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6)	TIM23 MAS6 MIM23 MPI3 YNR017W N3180	222	UP000002311: Chromosome XIV
YNR031C	P53599	SSK2_YEAST	reviewed	MAP kinase kinase kinase SSK2 (EC 2.7.11.25) (Suppressor of sensor kinase 2)	SSK2 YNR031C N3276	1579	UP000002311: Chromosome XIV
YNR035C	P53731	ARPC2_YEAST	reviewed	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	ARC35 YNR035C N3296	342	UP000002311: Chromosome XIV
YNR044W	P32323	AGA1_YEAST	reviewed	A-agglutinin anchorage subunit (A-agglutinin cell wall attachment subunit)	AGA1 YNR044W N3431	725	UP000002311: Chromosome XIV
YNR050C	P38999	LYS9_YEAST	reviewed	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] (EC 1.5.1.10) (Saccharopine reductase)	LYS9 LYS13 YNR050C N3461	446	UP000002311: Chromosome XIV
YNR053C	P53742	NOG2_YEAST	reviewed	Nucleolar GTP-binding protein 2	NOG2 YNR053C N3484	486	UP000002311: Chromosome XIV
YOL001W	P20052	PHO80_YEAST	reviewed	PHO85 cyclin PHO80 (Aminoglycoside antibiotic sensitivity protein 3) (Phosphate system cyclin PHO80)	PHO80 AGS3 TUP7 VAC5 YOL001W O2505 UNB293	293	UP000002311: Chromosome XV
YOL004W	P22579	SIN3_YEAST	reviewed	Transcriptional regulatory protein SIN3	SIN3 CPE1 GAM2 RPD1 SDI1 SDS16 UME4 YOL004W	1536	UP000002311: Chromosome XV
YOL005C	P38902	RPB11_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB11 (RNA polymerase II subunit B11) (B13.6) (DNA-directed RNA polymerase II 13.6 kDa polypeptide)	RPB11 YOL005C	120	UP000002311: Chromosome XV
YOL013C	Q08109	HRD1_YEAST	reviewed	ERAD-associated E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (HMG-CoA reductase degradation protein 1) (RING-type E3 ubiquitin transferase HRD1)	HRD1 DER3 YOL013C	551	UP000002311: Chromosome XV
YOL016C	P22517	KCC2_YEAST	reviewed	Calcium/calmodulin-dependent protein kinase II (EC 2.7.11.17)	CMK2 YOL016C	447	UP000002311: Chromosome XV
YOL018C	Q08144	TLG2_YEAST	reviewed	t-SNARE affecting a late Golgi compartment protein 2 (Syntaxin TLG2)	TLG2 YOL018C	397	UP000002311: Chromosome XV
YOL021C	Q08162	RRP44_YEAST	reviewed	Exosome complex exonuclease DIS3 (EC 3.1.13.-) (EC 3.1.26.-) (Chromosome disjunction protein 3) (Ribosomal RNA-processing protein 44)	DIS3 RRP44 YOL021C O2197	1001	UP000002311: Chromosome XV
YOL034W	Q08204	SMC5_YEAST	reviewed	Structural maintenance of chromosomes protein 5	SMC5 YOL034W	1093	UP000002311: Chromosome XV
YOL038W	P40303	PSA4_YEAST	reviewed	Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit PRE6) (Multicatalytic endopeptidase complex subunit PRE6) (Proteasome component PRE6) (Proteinase YSCE subunit PRE6)	PRE6 YOL038W	254	UP000002311: Chromosome XV
YOL040C	Q01855	RS15_YEAST	reviewed	40S ribosomal protein S15 (RIG protein) (RP52) (S21) (Small ribosomal subunit protein uS19) (YS21)	RPS15 RPS21 YOL040C	142	UP000002311: Chromosome XV
YOL062C	Q99186	AP2M_YEAST	reviewed	AP-2 complex subunit mu (Adaptin medium chain APM4) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)	APM4 AMP1 YOL062C O1210	491	UP000002311: Chromosome XV
YOL067C	P32607	RTG1_YEAST	reviewed	Retrograde regulation protein 1	RTG1 YOL067C	177	UP000002311: Chromosome XV
YOL068C	P53685	HST1_YEAST	reviewed	NAD-dependent protein deacetylase HST1 (EC 2.3.1.286) (Homologous to SIR2 protein 1) (Regulatory protein SIR2 homolog 1)	HST1 YOL068C	503	UP000002311: Chromosome XV
YOL069W	P33895	NUF2_YEAST	reviewed	Kinetochore protein NUF2	NUF2 YOL069W	451	UP000002311: Chromosome XV
YOL090W	P25847	MSH2_YEAST	reviewed	DNA mismatch repair protein MSH2 (MutS protein homolog 2)	MSH2 YOL090W O0935	964	UP000002311: Chromosome XV
YOL094C	P40339	RFC4_YEAST	reviewed	Replication factor C subunit 4 (Replication factor C4) (Activator 1 37 kDa subunit)	RFC4 YOL094C O0923	323	UP000002311: Chromosome XV
YOL108C	P13902	INO4_YEAST	reviewed	Protein INO4	INO4 YOL108C HRF151	151	UP000002311: Chromosome XV
YOL120C	P0CX49	RL18A_YEAST	reviewed	60S ribosomal protein L18-A (Large ribosomal subunit protein eL18-A) (RP28)	RPL18A RP28A YOL120C	186	UP000002311: Chromosome XV
YOL133W	Q08273	RBX1_YEAST	reviewed	RING-box protein HRT1 (RING-box protein 1) (E3 ubiquitin-protein ligase complex SCF subunit HRT1) (High level expression reduces Ty3 transposition protein 1) (Regulator of cullins protein 1)	HRT1 RBX1 ROC1 YOL133W	121	UP000002311: Chromosome XV
YOL135C	Q08278	MED7_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	MED7 YOL135C	222	UP000002311: Chromosome XV
YOL139C	P07260	IF4E_YEAST	reviewed	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	CDC33 TIF45 YOL139C	213	UP000002311: Chromosome XV
YOL145C	P89105	CTR9_YEAST	reviewed	RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)	CTR9 CDP1 YOL145C	1077	UP000002311: Chromosome XV
YOL149W	Q12517	DCP1_YEAST	reviewed	mRNA-decapping enzyme subunit 1	DCP1 YOL149W	231	UP000002311: Chromosome XV
YOR005C	Q08387	DNLI4_YEAST	reviewed	DNA ligase 4 (EC 6.5.1.1) (DNA ligase II) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	DNL4 LIG4 YOR005C UND407 UNE452	944	UP000002311: Chromosome XV
YOR020C	P38910	CH10_YEAST	reviewed	10 kDa heat shock protein, mitochondrial (HSP10) (10 kDa chaperonin)	HSP10 CPN10 YOR020C OR26.10	106	UP000002311: Chromosome XV
YOR026W	P26449	BUB3_YEAST	reviewed	Cell cycle arrest protein BUB3	BUB3 YOR026W OR26.16	341	UP000002311: Chromosome XV
YOR027W	P15705	STI1_YEAST	reviewed	Heat shock protein STI1	STI1 YOR027W OR26.17	589	UP000002311: Chromosome XV
YOR033C	P39875	EXO1_YEAST	reviewed	Exodeoxyribonuclease 1 (EC 3.1.-.-) (Exodeoxyribonuclease I) (EXO I) (Exonuclease I) (Protein DHS1)	EXO1 DHS1 YOR033C OR26.23	702	UP000002311: Chromosome XV
YOR036W	P32854	PEP12_YEAST	reviewed	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)	PEP12 VPS6 VPT13 YOR036W OR26.29	288	UP000002311: Chromosome XV
YOR039W	P38930	CSK2C_YEAST	reviewed	Casein kinase II subunit beta' (CK II beta')	CKB2 YOR039W OR26.32	258	UP000002311: Chromosome XV
YOR042W	Q08412	CUE5_YEAST	reviewed	Ubiquitin-binding protein CUE5 (Coupling of ubiquitin conjugation to ER degradation protein 5)	CUE5 YOR042W	411	UP000002311: Chromosome XV
YOR046C	P20449	DBP5_YEAST	reviewed	ATP-dependent RNA helicase DBP5 (EC 3.6.4.13) (DEAD box protein 5) (Helicase CA5/6) (Ribonucleic acid-trafficking protein 8)	DBP5 RAT8 YOR046C	482	UP000002311: Chromosome XV
YOR057W	Q08446	SGT1_YEAST	reviewed	Protein SGT1 (Suppressor of G2 allele of SKP1)	SGT1 YOR057W YOR29-08	395	UP000002311: Chromosome XV
YOR061W	P19454	CSK22_YEAST	reviewed	Casein kinase II subunit alpha' (CK II) (EC 2.7.11.1)	CKA2 YOR061W YOR29-12	339	UP000002311: Chromosome XV
YOR063W	P14126	RL3_YEAST	reviewed	60S ribosomal protein L3 (Large ribosomal subunit protein uL3) (Maintenance of killer protein 8) (RP1) (Trichodermin resistance protein) (YL1)	RPL3 MAK8 TCM1 YOR063W YOR29-14	387	UP000002311: Chromosome XV
YOR065W	P07143	CY1_YEAST	reviewed	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome c oxidoreductase cytochrome c1 subunit) (Cytochrome c-1)	CYT1 CTC1 YOR065W YOR29-16	309	UP000002311: Chromosome XV
YOR069W	Q92331	VPS5_YEAST	reviewed	Vacuolar protein sorting-associated protein 5 (Carboxypeptidase Y-deficient protein 10) (Vacuolar protein-targeting protein 5)	VPS5 GRD2 PEP10 VPT5 YOR069W YOR29-20	675	UP000002311: Chromosome XV
YOR076C	Q08491	SKI7_YEAST	reviewed	Superkiller protein 7	SKI7 YOR076C YOR29-27	747	UP000002311: Chromosome XV
YOR098C	P20676	NUP1_YEAST	reviewed	Nucleoporin NUP1 (Nuclear pore protein NUP1)	NUP1 YOR098C YOR3182C	1076	UP000002311: Chromosome XV
YOR106W	Q12241	VAM3_YEAST	reviewed	Syntaxin VAM3 (Vacuolar morphogenesis protein 3)	VAM3 PTH1 YOR106W YOR3220W	283	UP000002311: Chromosome XV
YOR115C	Q99394	TRS33_YEAST	reviewed	Trafficking protein particle complex subunit 33 (TRAPP subunit 33) (Transport protein particle 33 kDa subunit)	TRS33 YOR115C O3251 YOR3251C	268	UP000002311: Chromosome XV
YOR116C	P04051	RPC1_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase III subunit C160)	RPO31 RPC1 RPC160 YOR116C O3254 YOR3254C	1460	UP000002311: Chromosome XV
YOR122C	P07274	PROF_YEAST	reviewed	Profilin	PFY1 PFY PRF1 YOR122C O3275 YOR3275C	126	UP000002311: Chromosome XV
YOR127W	P39083	RGA1_YEAST	reviewed	Rho-type GTPase-activating protein 1	RGA1 DBM1 THE1 YOR127W O3290 YOR3290W	1007	UP000002311: Chromosome XV
YOR132W	P32913	VPS17_YEAST	reviewed	Vacuolar protein sorting-associated protein 17 (Carboxypeptidase Y-deficient protein 21)	VPS17 PEP21 YOR132W O3314 YOR3314W	551	UP000002311: Chromosome XV
YDR385W,YOR133W	P32324	EF2_YEAST	reviewed	Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)	EFT1 YOR133W O3317 YOR3317W; EFT2 YDR385W	842	UP000002311: Chromosome IV, UP000002311: Chromosome XV
YOR136W	P28241	IDH2_YEAST	reviewed	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	IDH2 YOR136W O3326 YOR3326W	369	UP000002311: Chromosome XV
YOR142W	P53598	SUCA_YEAST	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	LSC1 YOR142W YOR3352W	329	UP000002311: Chromosome XV
YOR144C	Q12050	ELG1_YEAST	reviewed	Telomere length regulation protein ELG1 (Regulator of Ty1 transposition protein 110) (Telomere elongation suppressor ELG1)	ELG1 RTT110 YOR144C O3510 YOR3510C	791	UP000002311: Chromosome XV
YOR151C	P08518	RPB2_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (EC 2.7.7.6) (B150) (DNA-directed RNA polymerase II 140 kDa polypeptide)	RPB2 RPB150 RPO22 YOR151C	1224	UP000002311: Chromosome XV
YOR157C	P25043	PSB2_YEAST	reviewed	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1) (Proteasome component PUP1) (Proteinase YSCE subunit PUP1)	PUP1 YOR157C	261	UP000002311: Chromosome XV
YOR160W	Q99189	MTR10_YEAST	reviewed	mRNA transport regulator MTR10	MTR10 YOR160W	972	UP000002311: Chromosome XV
YOR174W	Q12343	MED4_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	MED4 YOR174W O3630	284	UP000002311: Chromosome XV
YOR181W	Q12446	LAS17_YEAST	reviewed	Proline-rich protein LAS17	LAS17 YOR181W	633	UP000002311: Chromosome XV
YOR194C	P32773	TOA1_YEAST	reviewed	Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit)	TOA1 YOR194C	286	UP000002311: Chromosome XV
YOR210W	P22139	RPAB5_YEAST	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (ABC10-beta) (ABC8) (DNA-directed RNA polymerases I, II, and III 8.3 kDa polypeptide)	RPB10 YOR210W	70	UP000002311: Chromosome XV
YOR212W	P18851	GBB_YEAST	reviewed	Guanine nucleotide-binding protein subunit beta	STE4 YOR212W YOR50-2	423	UP000002311: Chromosome XV
YOR213C	Q99314	SAS5_YEAST	reviewed	Something about silencing protein 5	SAS5 YOR213C	248	UP000002311: Chromosome XV
YOR217W	P38630	RFC1_YEAST	reviewed	Replication factor C subunit 1 (Replication factor C1) (Activator 1 95 kDa subunit) (Cell division control protein 44)	RFC1 CDC44 YOR217W YOR50-7	861	UP000002311: Chromosome XV
YOR224C	P20436	RPAB3_YEAST	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (ABC14.4) (ABC14.5) (DNA-directed RNA polymerases I, II, and III 14.5 kDa polypeptide)	RPB8 YOR224C YOR50-14	146	UP000002311: Chromosome XV
YOR231W	P32490	MKK1_YEAST	reviewed	MAP kinase kinase MKK1/SSP32 (EC 2.7.12.2)	MKK1 SSP32 YOR231W O5095	508	UP000002311: Chromosome XV
YOR232W	P38523	GRPE_YEAST	reviewed	GrpE protein homolog, mitochondrial	MGE1 GRPE GRPE1 YGE1 YOR232W O5099	228	UP000002311: Chromosome XV
YOR244W	Q08649	ESA1_YEAST	reviewed	Histone acetyltransferase ESA1 (EC 2.3.1.48)	ESA1 YOR244W O5257	445	UP000002311: Chromosome XV
YOR254C	P14906	SEC63_YEAST	reviewed	Protein translocation protein SEC63 (Protein NPL1) (Sec62/63 complex 73 kDa subunit)	SEC63 NPL1 PTL1 YOR254C	663	UP000002311: Chromosome XV
YOR265W	P48606	TBCA_YEAST	reviewed	Tubulin-specific chaperone A (Tubulin-folding cofactor A) (CFA)	RBL2 YOR265W	106	UP000002311: Chromosome XV
