GenomeID	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YNL225C	P53865	CNM67_YEAST	reviewed	Chaotic nuclear migration protein 67	CNM67 YNL225C N1264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581
YNL228W	P53862	YNW8_YEAST	reviewed	putative uncharacterized membrane protein YNL228W	YNL228W N1249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	258
YNL229C	P23202	URE2_YEAST	reviewed	Transcriptional regulator URE2 (Disulfide reductase) (EC 1.8.4.-) (Glutathione peroxidase) (EC 1.11.1.9)	URE2 YNL229C N1165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	354
YNL233W	P53858	BNI4_YEAST	reviewed	Protein BNI4	BNI4 YNL233W N1146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	892
YNL236W	P32259	MED16_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 16 (Global transcriptional regulator SIN4) (Mediator complex subunit 16) (SNF1 suppressor protein 4) (SWI4 suppressor protein 5) (Transcriptional silencing factor 3) (YGP1 expression regulatory protein 1)	SIN4 BEL2 GAL22 MED16 RYE1 SDI3 SSF5 SSN4 TSF3 YNL236W N1135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	974
YNL239W	Q01532	BLH1_YEAST	reviewed	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40) (Bleomycin hydrolase) (BLM hydrolase) (Homocysteine-thiolactonase) (HTLase) (Hcy-thiolactonase) (Leucine aminopeptidase 3) (Y3)	LAP3 BLH1 GAL6 YCP1 YNL239W N1118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	483
YNL243W	P33338	SLA2_YEAST	reviewed	Protein SLA2 (Transmembrane protein MOP2)	SLA2 END4 MOP2 UFG1 YNL243W N1102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	968
YNL244C	P32911	SUI1_YEAST	reviewed	Eukaryotic translation initiation factor eIF-1 (Protein translation factor SUI1)	SUI1 RFR1 YNL244C N0905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
YNL249C	P53583	MPA43_YEAST	reviewed	Protein MPA43	MPA43 YNL249C N0875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	542
YNL251C	P53617	NRD1_YEAST	reviewed	Protein NRD1	NRD1 YNL251C N0868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	575
YNL258C	P53847	DSL1_YEAST	reviewed	Protein transport protein DSL1 (Dependent on SLY1-20 protein 1)	DSL1 YNL258C N0842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	754
YNL263C	P53845	YIF1_YEAST	reviewed	Protein transport protein YIF1 (YIP1-interacting factor 1)	YIF1 YNL263C N0820	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
YNL267W	P39104	PIK1_YEAST	reviewed	Phosphatidylinositol 4-kinase PIK1 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67)	PIK1 YNL267W N0795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1066
YNL273W	P53840	TOF1_YEAST	reviewed	Topoisomerase 1-associated factor 1	TOF1 YNL273W N0636	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1238
YNL277W	P08465	MET2_YEAST	reviewed	Homoserine O-acetyltransferase (EC 2.3.1.31) (Homoserine O-trans-acetylase)	MET2 YNL277W N0615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486
YNL279W	P53835	PRM1_YEAST	reviewed	Plasma membrane fusion protein PRM1 (Pheromone-regulated membrane protein 1)	PRM1 YNL279W N0605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661
YNL280C	P32462	ERG24_YEAST	reviewed	Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Sterol C14-reductase)	ERG24 YNL280C N0593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438
YNL286W	P53830	CUS2_YEAST	reviewed	Cold sensitive U2 snRNA suppressor 2	CUS2 YNL286W N0549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
YNL287W	P32074	COPG_YEAST	reviewed	Coatomer subunit gamma (Gamma-coat protein) (Gamma-COP)	SEC21 YNL287W N0543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	935
YNL288W	P53829	CAF40_YEAST	reviewed	Protein CAF40 (40 kDa CCR4-associated factor)	CAF40 YNL288W N0540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
YNL290W	P38629	RFC3_YEAST	reviewed	Replication factor C subunit 3 (Replication factor C3) (Activator 1 40 kDa subunit)	RFC3 YNL290W N0533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340
YNL307C	P21965	MCK1_YEAST	reviewed	Protein kinase MCK1 (EC 2.7.12.1) (Meiosis and centromere regulatory kinase)	MCK1 YPK1 YNL307C N0392	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YNL311C	P42843	SKP2_YEAST	reviewed	F-box protein SKP2	SKP2 YNL311C N0376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
YNL312W	P26754	RFA2_YEAST	reviewed	Replication factor A protein 2 (RF-A protein 2) (DNA-binding protein BUF1) (Replication protein A 36 kDa subunit)	RFA2 BUF1 YNL312W N0368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
YNL314W	P21705	DAL82_YEAST	reviewed	Protein DAL82	DAL82 DURM YNL314W N0360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255
YNL315C	P32453	ATP11_YEAST	reviewed	Protein ATP11, mitochondrial	ATP11 YNL315C N0357	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318
YNL316C	P32452	PHA2_YEAST	reviewed	Putative prephenate dehydratase (PDT) (EC 4.2.1.51) (Phenylalanine-requiring protein 2)	PHA2 YNL316C N0351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334
YNL329C	P33760	PEX6_YEAST	reviewed	Peroxisomal ATPase PEX6 (Peroxin-6) (Peroxisomal assembly protein 8) (Peroxisome biosynthesis protein PAS8)	PEX6 PAS8 YNL329C N0310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1030
YNL331C	P42884	AAD14_YEAST	reviewed	Putative aryl-alcohol dehydrogenase AAD14 (EC 1.1.1.-)	AAD14 YNL331C N0300	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376
YNL333W	P53824	SNZ2_YEAST	reviewed	Probable pyridoxal 5'-phosphate synthase subunit SNZ2 (PLP synthase subunit SNZ2) (EC 4.3.3.6) (PDX1 homolog 2) (Pdx1.2)	SNZ2 YNL333W N0290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298
YNL334C	P53823	SNO2_YEAST	reviewed	Probable pyridoxal 5'-phosphate synthase subunit SNO2 (EC 4.3.3.6) (PDX2 homolog 2) (Pdx2.2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	SNO2 YNL334C N0285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
YNR004W	P40342	SWM2_YEAST	reviewed	Nucleolar protein SWM2 (Synthetic With MUD2-delta protein 2)	SWM2 YNR004W N2033	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	146
YNR005C	P53717	YN82_YEAST	reviewed	Putative uncharacterized protein YNR005C	YNR005C N2036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134
YNR006W	P40343	VPS27_YEAST	reviewed	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	VPS27 DID7 GRD11 SSV17 VPL23 VPT27 YNR006W N2038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622
YNR007C	P40344	ATG3_YEAST	reviewed	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	ATG3 APG3 AUT1 YNR007C N2040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
YNR010W	P33308	MED9_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 9 (Chromosome segregation protein 2) (Mediator complex subunit 9)	CSE2 MED9 YNR010W N2046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	149
YNR011C	P20095	PRP2_YEAST	reviewed	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2 (EC 3.6.4.13) (Pre-mRNA-processing protein 2)	PRP2 RNA2 YNR011C N2048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	876
YNR012W	P27515	URK1_YEAST	reviewed	Uridine kinase (EC 2.7.1.48) (Uridine monophosphokinase)	URK1 YNR012W N2050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
YNR014W	P53719	YN87_YEAST	reviewed	Uncharacterized protein YNR014W	YNR014W N2060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	212
YNR022C	P53724	RM50_YEAST	reviewed	54S ribosomal protein L50, mitochondrial (Mitochondrial large ribosomal subunit protein bL9m)	MRPL50 YNR022C N3220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139
YNR025C	P53726	YN8E_YEAST	reviewed	Putative uncharacterized protein YNR025C	YNR025C N3235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119
YNR027W	P53727	BUD17_YEAST	reviewed	Putative pyridoxal kinase BUD17 (EC 2.7.1.35) (Bud site selection protein 17)	BUD17 YNR027W N3250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317
YNR029C	P53729	YN8H_YEAST	reviewed	Uncharacterized protein YNR029C	YNR029C N3260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	429
YNR030W	P53730	ALG12_YEAST	reviewed	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12)	ALG12 ECM39 YNR030W N3265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
YNR032W	P32838	PP2A4_YEAST	reviewed	Serine/threonine-protein phosphatase PP2A-like PPG1 (EC 3.1.3.16)	PPG1 PPG YNR032W N3281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YNR034W	P50278	SOL1_YEAST	reviewed	6-phosphogluconolactonase-like protein 1	SOL1 YNR034W N3291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321
YNR039C	P53735	ZRG17_YEAST	reviewed	Protein ZRG17 (Zinc-regulated gene 17 protein)	ZRG17 YNR039C N3403	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	605
YNR041C	P32378	COQ2_YEAST	reviewed	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate hexaprenyltransferase) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	COQ2 YNR041C N3419	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	372
YNR046W	P53738	TR112_YEAST	reviewed	Multifunctional methyltransferase subunit TRM112 (eRF1 methyltransferase subunit TRM112) (eRF1 MTase subunit TRM112) (tRNA methyltransferase 112)	TRM112 YNR046W N3445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	135
YNR048W	P53740	YN8S_YEAST	reviewed	Probable phospholipid translocase non-catalytic subunit CRF1 (CDC50/ROS3 family protein 1) (CRF1)	YNR048W N3453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
YNR051C	P53741	BRE5_YEAST	reviewed	UBP3-associated protein BRE5 (Brefeldin-A sensitivity protein 5)	BRE5 YNR051C N3465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515
YNR052C	P39008	POP2_YEAST	reviewed	Poly(A) ribonuclease POP2 (EC 3.1.13.4) (CCR4-associated factor 1)	POP2 CAF1 YNR052C N3470	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
YNR064C	P53750	YN93_YEAST	reviewed	Uncharacterized hydrolase YNR064C (EC 3.1.-.-)	YNR064C N3535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
YNR067C	P53753	ENG1_YEAST	reviewed	Endo-1,3(4)-beta-glucanase 1 (Endo-1,3-beta-glucanase 1) (Endo-1,4-beta-glucanase 1) (EC 3.2.1.6) (Daughter specific expression protein 4) (Laminarinase-1)	DSE4 ENG1 YNR067C N3547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1117
YNR068C	P53754	YN97_YEAST	reviewed	Uncharacterized protein YNR068C	YNR068C N3551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	272
YNR069C	P53755	BSC5_YEAST	reviewed	Bypass of stop codon protein 5	BSC5 YNR069C N3555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	489
YNR075W	P52924	COS10_YEAST	reviewed	Protein COS10	COS10 YNR075W N3820	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	374
YOL001W	P20052	PHO80_YEAST	reviewed	PHO85 cyclin PHO80 (Aminoglycoside antibiotic sensitivity protein 3) (Phosphate system cyclin PHO80)	PHO80 AGS3 TUP7 VAC5 YOL001W O2505 UNB293	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293
YOL003C	Q12006	PFA4_YEAST	reviewed	Palmitoyltransferase PFA4 (EC 2.3.1.225) (Protein S-acyltransferase) (PAT) (Protein fatty acyltransferase 4)	PFA4 YOL003C UNE378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	378
YOL006C	P04786	TOP1_YEAST	reviewed	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Maintenance of killer protein 1)	TOP1 MAK1 YOL006C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	769
YOL012C	Q12692	H2AZ_YEAST	reviewed	Histone H2A.Z	HTZ1 H2AZ HTA3 YOL012C O2345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134
YOL018C	Q08144	TLG2_YEAST	reviewed	t-SNARE affecting a late Golgi compartment protein 2 (Syntaxin TLG2)	TLG2 YOL018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	397
YOL020W	P38967	TAT2_YEAST	reviewed	Tryptophan permease (Tryptophan amino acid transporter)	TAT2 LTG3 SAB2 SCM2 TAP2 YOL020W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	592
YOL021C	Q08162	RRP44_YEAST	reviewed	Exosome complex exonuclease DIS3 (EC 3.1.13.-) (EC 3.1.26.-) (Chromosome disjunction protein 3) (Ribosomal RNA-processing protein 44)	DIS3 RRP44 YOL021C O2197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1001
YOL034W	Q08204	SMC5_YEAST	reviewed	Structural maintenance of chromosomes protein 5	SMC5 YOL034W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1093
YOL036W	Q08206	YO036_YEAST	reviewed	Uncharacterized protein YOL036W	YOL036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	761
YOL050C	Q08222	YO050_YEAST	reviewed	Putative uncharacterized protein YOL050C	YOL050C O1284	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YOL052C	P21182	DCAM_YEAST	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	SPE2 YOL052C O1275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396
YOL054W	Q12161	PSH1_YEAST	reviewed	RING finger protein PSH1 (POB3/SPT16 histone-associated protein 1)	PSH1 YOL054W O1263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
YOL058W	P22768	ASSY_YEAST	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	ARG1 YOL058W O1228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420
YOL059W	P41911	GPD2_YEAST	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial (EC 1.1.1.8)	GPD2 GPD3 YOL059W O1222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
YOL061W	Q12265	KPR5_YEAST	reviewed	Ribose-phosphate pyrophosphokinase 5 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 5)	PRS5 PRPS5 YOL061W O1213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	496
YOL065C	Q08227	INP54_YEAST	reviewed	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP54 (EC 3.1.3.36)	INP54 YOL065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	384
YOL067C	P32607	RTG1_YEAST	reviewed	Retrograde regulation protein 1	RTG1 YOL067C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177
YOL069W	P33895	NUF2_YEAST	reviewed	Kinetochore protein NUF2	NUF2 YOL069W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451
YOL070C	Q08229	NBA1_YEAST	reviewed	Protein NBA1 (NAP1 and bud neck-associated protein 1)	NBA1 YOL070C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
YOL082W	P35193	ATG19_YEAST	reviewed	Autophagy-related protein 19 (Cytoplasm-to-vacuole targeting protein 19)	ATG19 CVT19 YOL082W O0980 YOL01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415
YOL083W	Q12292	ATG34_YEAST	reviewed	Autophagy-related protein 34	ATG34 ATG19-B YOL083W O0957	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	412
YOL088C	Q99316	MPD2_YEAST	reviewed	Protein disulfide isomerase MPD2 (EC 5.3.4.1)	MPD2 YOL088C O0941	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	277
YOL089C	Q12180	HAL9_YEAST	reviewed	Halotolerance protein 9	HAL9 YOL089C O0938	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1030
YOL091W	Q12411	MPC70_YEAST	reviewed	Sporulation-specific protein 21 (Meiotic plaque component protein 70)	SPO21 MPC70 YOL091W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	609
YOL094C	P40339	RFC4_YEAST	reviewed	Replication factor C subunit 4 (Replication factor C4) (Activator 1 37 kDa subunit)	RFC4 YOL094C O0923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	323
YOL105C	Q12215	WSC3_YEAST	reviewed	Cell wall integrity and stress response component 3	WSC3 YOL105C HRE556	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	556
YOL106W	Q08241	YO106_YEAST	reviewed	Putative uncharacterized protein YOL106W	YOL106W O0751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117
YOL107W	Q12239	TM115_YEAST	reviewed	Transmembrane protein 115 homolog	YOL107W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342
YOL108C	P13902	INO4_YEAST	reviewed	Protein INO4	INO4 YOL108C HRF151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	151
YOL109W	Q08245	ZEO1_YEAST	reviewed	Protein ZEO1 (Zeocin resistance protein 1)	ZEO1 YOL109W O0738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	113
YOL111C	Q12285	MDY2_YEAST	reviewed	Ubiquitin-like protein MDY2 (Golgi to ER traffic protein 5) (Mating-deficient protein 2) (Translation machinery-associated protein 24)	MDY2 GET5 TMA24 YOL111C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	212
YOL116W	P22148	MSN1_YEAST	reviewed	Protein MSN1 (Multicopy suppressor of SNF1 protein 1)	MSN1 FUP1 PHD2 YOL116W HRB382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	382
YOL123W	Q99383	HRP1_YEAST	reviewed	Nuclear polyadenylated RNA-binding protein 4 (Cleavage factor IB) (CFIB)	HRP1 NAB4 NAB5 YOL123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534
YOL126C	P22133	MDHC_YEAST	reviewed	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37)	MDH2 YOL126C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	377
YOL129W	Q12016	VPS68_YEAST	reviewed	Vacuolar protein sorting-associated protein 68	VPS68 YOL129W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	184
YOL130W	Q08269	ALR1_YEAST	reviewed	Magnesium transporter ALR1 (Aluminum resistance protein 1)	ALR1 YOL130W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	859
YOL131W	Q08270	YO131_YEAST	reviewed	Uncharacterized protein YOL131W	YOL131W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
YOL133W	Q08273	RBX1_YEAST	reviewed	RING-box protein HRT1 (RING-box protein 1) (E3 ubiquitin-protein ligase complex SCF subunit HRT1) (High level expression reduces Ty3 transposition protein 1) (Regulator of cullins protein 1)	HRT1 RBX1 ROC1 YOL133W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YOL135C	Q08278	MED7_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	MED7 YOL135C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
YOL139C	P07260	IF4E_YEAST	reviewed	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	CDC33 TIF45 YOL139C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
YOL143C	P50861	RIB4_YEAST	reviewed	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	RIB4 YOL143C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	169
YOL145C	P89105	CTR9_YEAST	reviewed	RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)	CTR9 CDP1 YOL145C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1077
YOL148C	P50875	SPT20_YEAST	reviewed	Transcription factor SPT20	SPT20 ADA5 YOL148C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604
YOL149W	Q12517	DCP1_YEAST	reviewed	mRNA-decapping enzyme subunit 1	DCP1 YOL149W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231
YOR005C	Q08387	DNLI4_YEAST	reviewed	DNA ligase 4 (EC 6.5.1.1) (DNA ligase II) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	DNL4 LIG4 YOR005C UND407 UNE452	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	944
YOR006C	Q12094	TSR3_YEAST	reviewed	18S rRNA aminocarboxypropyltransferase (EC 2.5.1.-) (20S rRNA accumulation protein 3) (ScTsr3)	TSR3 YOR006C UND313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313
YOR007C	Q12118	SGT2_YEAST	reviewed	Small glutamine-rich tetratricopeptide repeat-containing protein 2 (SGT/UBP) (Viral protein U-binding protein)	SGT2 YOR007C UNF346	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346
YOR014W	P38903	2A5D_YEAST	reviewed	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A, B subunit, B' delta isoform) (Protein RTS1) (Protein SCS1)	RTS1 SCS1 YOR014W OR26.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	757
YOR020C	P38910	CH10_YEAST	reviewed	10 kDa heat shock protein, mitochondrial (HSP10) (10 kDa chaperonin)	HSP10 CPN10 YOR020C OR26.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YOR023C	Q12433	AHC1_YEAST	reviewed	Protein AHC1 (ADA HAT complex component 1)	AHC1 YOR023C OR26.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566
YOR025W	P53687	HST3_YEAST	reviewed	NAD-dependent histone deacetylase HST3 (EC 2.3.1.286) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	HST3 YOR025W OR26.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	447
YOR026W	P26449	BUB3_YEAST	reviewed	Cell cycle arrest protein BUB3	BUB3 YOR026W OR26.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
YOR028C	P40917	YAP4_YEAST	reviewed	AP-1-like transcription factor YAP4 (Chromosome instability protein 5) (Transcription activator CIN5)	CIN5 HAL6 SDS15 YAP4 YOR028C OR26.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
YOR032C	Q12398	HMS1_YEAST	reviewed	Probable transcription factor HMS1 (High-copy MEP suppressor protein 1)	HMS1 YOR032C OR26.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
YOR034C	Q12013	AKR2_YEAST	reviewed	Probable palmitoyltransferase AKR2 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR2)	AKR2 YOR034C OR26.25	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	749
YOR036W	P32854	PEP12_YEAST	reviewed	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)	PEP12 VPS6 VPT13 YOR036W OR26.29	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	288
YOR037W	P38909	CYC2_YEAST	reviewed	Cytochrome c mitochondrial import factor CYC2 (EC 1.-.-.-) (Cytochrome c assembly flavoprotein CYC2)	CYC2 YOR037W OR26.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366
